"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZNF84",761.643403728244,0.654304693357793,0.100561068754554,6.50654076633568,7.69010408201232e-11,4.66973314133484e-09
"PPM1L",503.411103511352,0.558128725352313,0.125011626242095,4.46461454930162,8.02130252398501e-06,0.000170375219704729
"SYNE1",2840.76366852707,0.256327468413616,0.0604218476814769,4.2422977490673,2.21242895802427e-05,0.00041791263027718
"TMEM30A",1459.45149427771,-0.497284390084288,0.0845448755491259,-5.8818986586045,4.05586662525876e-09,1.74543338507875e-07
"EPRS",2530.62174393277,0.217491603698982,0.062789973019053,3.46379514501442,0.000532611950753688,0.00625360983221828
"ATP2B1",2413.54985540845,0.569516129157413,0.078070567402447,7.29488907415783,2.98905239057188e-13,2.95856405618804e-11
"SCARB2",2876.74527332093,-0.378600467748749,0.0607155247941488,-6.23564515059969,4.49919944743364e-10,2.38144792142771e-08
"SNRPB",2503.85856412182,-0.346673713247891,0.0646175766388889,-5.3650064159053,8.09463419286276e-08,2.85127007974931e-06
"RRAS2",656.695983921151,-0.606526683086244,0.11251126930106,-5.3908082883972,7.0141472479378e-08,2.48838815269134e-06
"ETNK1",1045.65209398695,0.339255424297883,0.0949919034092095,3.57141411133143,0.000355058986668919,0.00442059603779743
"CENPN",1234.50656178219,-0.457899551115978,0.083590704292596,-5.47787645756845,4.30460494505334e-08,1.5898126770947e-06
"KRIT1",748.39270709875,0.410640184364769,0.100978253857232,4.06661997686502,4.76999328967354e-05,0.000806956104241617
"ARL4C",1038.35535033125,-0.514538481311992,0.0914392062278118,-5.62711010450015,1.83253764346372e-08,7.16935082806477e-07
"CLOCK",859.932099617557,0.347618146516456,0.0994340851412578,3.49596565425854,0.000472349494086364,0.00567392632580926
"OXR1",905.98369353037,0.329515717334462,0.0984301513034667,3.34771117356655,0.000814818827007495,0.0089116870162654
"TMEM167A",1270.72886207807,0.437411338913132,0.0808256146131899,5.41179106408862,6.23974690787849e-08,2.23790455265709e-06
"RAB30",911.022898903644,0.333787832016888,0.0957041291296662,3.48770565128544,0.000487184098385783,0.00581403151212099
"BCL7B",439.030376282026,-0.468449592762836,0.130300532979849,-3.59514717284605,0.000324208245619521,0.00409835659660539
"MMP16",3231.9098973817,0.417724403228027,0.06909667528475,6.04550655305149,1.48941296282425e-09,7.22657328727177e-08
"PTMA",4469.92873386089,-0.322888300571567,0.0534939942750108,-6.03597291523249,1.58007756306819e-09,7.59204258215966e-08
"SLC7A1",2475.71314007516,-0.6614107677649,0.06359630023877,-10.4001453745211,2.47555228368755e-25,9.21567840368255e-23
"SOCS6",1257.04150456417,0.281542982411679,0.0832343798297551,3.38253235006421,0.000718208184104881,0.0080235040702823
"RC3H2",2218.13125229082,0.307815322584903,0.0718609586371596,4.28348477981103,1.8398869012027e-05,0.000355687510705163
"REV3L",926.322101208666,0.71941760659518,0.0979392209975864,7.34555165200782,2.04912176374108e-13,2.15768161888396e-11
"GID4",312.581715512647,-0.534378987511538,0.152348862195589,-3.5076007776513,0.000452167052272392,0.00548474201396095
"FEN1",1014.12792174026,-0.379024573847234,0.090411058730779,-4.1922368697824,2.76217370660319e-05,0.000508178352192535
"RAB1B",2697.79995582513,-0.379017837252473,0.0659455541286475,-5.74743577881051,9.06069958083733e-09,3.6906503889353e-07
"CDC45",390.472557258303,-0.564084744778003,0.136631016298732,-4.12852630433986,3.65095678449693e-05,0.000645306611659832
"DTYMK",584.586979508295,-0.442718748363526,0.11411345910588,-3.87963656375317,0.000104612654761971,0.00159056229928416
"ZNF770",811.672366900648,0.39021102891961,0.106647424408117,3.65888844559766,0.000253311567000711,0.00332971831364281
"CREBRF",495.693258439005,0.588335026585081,0.142380963704512,4.1321185871875,3.59434886558913e-05,0.000636437657810397
"VPS13A",627.129606434623,0.827900989422708,0.110472827983802,7.49415946466126,6.67245625680686e-14,7.42067101459262e-12
"GEM",3060.39288843776,-0.296868809110791,0.0638105287487789,-4.65234836526052,3.2817604878696e-06,7.7524738207478e-05
"EIF2S3",2897.48426617513,-0.209104331829899,0.0604700531455213,-3.4579816116035,0.000544238529495227,0.0063599444686467
"UHRF1",510.131391475224,-0.522291926163371,0.127674464926323,-4.09080959504916,4.29869949157747e-05,0.000741263546474456
"GPBP1L1",1169.84994249029,-0.298659935709691,0.0843301467316901,-3.54155598305699,0.000397774438755141,0.00488482803324862
"MYL6",5337.95318920367,-0.257880650518698,0.050173714516592,-5.13975600577508,2.75095452687092e-07,8.53572034701203e-06
"SYNE2",1734.90210092981,0.357627530739637,0.0720871206621036,4.96104612661611,7.01145379474637e-07,1.99423476035631e-05
"CFAP97",698.294074990685,0.394855552050172,0.111786319916198,3.53223500287138,0.000412062988797592,0.00503530797915873
"NEURL1B",333.186494042415,-0.707876399033622,0.147324781667053,-4.80486983264897,1.54852216116734e-06,3.98864442708146e-05
"SEC22C",1430.56741946772,-0.317898713829013,0.0772761768250823,-4.11379971020809,3.8919915699782e-05,0.000680617183032583
"PYROXD1",181.299387810303,1.04423856611868,0.213271878136503,4.89627875575007,9.76684950572377e-07,2.66314811040369e-05
"PLAGL1",671.219489441861,0.407648775482167,0.116250334214071,3.50664605171367,0.00045379232571923,0.00549771902076981
"TFAM",683.495529150518,0.411095995441769,0.107394901327143,3.82789117883263,0.00012924587261703,0.00189522318098276
"SHISAL1",275.784415249616,-0.575465947090351,0.161042056048398,-3.57338922025068,0.000352390363818114,0.00439843609214589
"CMYA5",244.073390227175,1.12789411802245,0.172859375835968,6.5249230050023,6.80364749076348e-11,4.1827641530172e-09
"CWC22",459.303670143969,0.664624271659504,0.126925584711892,5.23633019432712,1.63800800781326e-07,5.29836707886787e-06
"TPM4",12423.6960586715,-0.216421089606715,0.042740178224155,-5.06364499632347,4.11315275704837e-07,1.23369654512923e-05
"PIK3R1",13352.094933772,0.194974260650496,0.0464364706688262,4.19873125244607,2.68414649501796e-05,0.000497522134975426
"KLHL13",1331.05841411107,0.384728035026129,0.083440573095578,4.61080288345381,4.01116747778093e-06,9.2117252192751e-05
"NFE2L2",2191.79554780763,0.247822826924682,0.0734250992703042,3.37517864310073,0.000737677889704321,0.00818557819763831
"DLX3",624.295605833586,0.38119166273571,0.109728530822988,3.47395212418036,0.000512852531995838,0.00605753503782196
"TMED2",4272.97850374129,-0.868981091605877,0.0540416052763255,-16.0798534233505,3.53213670229466e-58,1.74805445396563e-54
"HDAC9",3674.94058064567,0.556980885742246,0.0578328827360594,9.63086845046655,5.92267795484893e-22,1.54270174729197e-19
"CHORDC1",988.759466335065,0.38180695392769,0.0898997439396949,4.24703049414476,2.16622485379203e-05,0.000409967372903126
"SETX",4828.86367405665,0.387793715401745,0.0645955941793962,6.00340813221342,1.9321811148935e-09,9.0210984317056e-08
"CDC6",707.446059154266,-0.498904483034629,0.107697478865206,-4.63246204360138,3.61342598603532e-06,8.3957019741262e-05
"A2M",8724.25484865247,0.260559594225141,0.0496874890488678,5.24396783200052,1.57159611705178e-07,5.1002158578946e-06
"TMEM47",1487.99335654685,0.300852166533192,0.0799004739959263,3.7653364427917,0.000166324970154626,0.00235857386044483
"FAM122B",1341.61968789629,-0.332270173143926,0.0818093243605521,-4.06151958521912,4.87543272006339e-05,0.000819304466268039
"ANAPC11",1006.40627366381,-0.315359386686404,0.0890807733207766,-3.5401509768085,0.000399898192043245,0.0049048231782454
"DPY19L3",799.448938148597,0.447481510630856,0.100745263172578,4.44171265763944,8.92456859211197e-06,0.000186755560094554
"GAS2L3",559.544022626627,-0.400308610929863,0.117459999049124,-3.40804200724066,0.000654308211079799,0.00742699847851818
"GRIK2",685.407612172251,0.50572351898972,0.108207812594013,4.67363221625369,2.95919051245893e-06,7.0920260756219e-05
"SEMA5A",5374.51242128038,0.258229020930097,0.0610892487768862,4.22707802273387,2.36745593685905e-05,0.000445495795875111
"TRIAP1",485.842698416327,-0.475531086150405,0.12438538896327,-3.82304618021353,0.000131813080580992,0.00192431544482398
"TTC14",656.365595666406,0.544493748471746,0.111512019726527,4.88282563446583,1.04576339659948e-06,2.81567485102402e-05
"RFLNB",379.608763517254,-0.901090177534245,0.145018913758462,-6.21360451668441,5.17827612778352e-10,2.68348571271211e-08
"LRRTM2",164.152656681965,0.762624689997397,0.206884690906169,3.68623065658967,0.000227600082986757,0.00304842438620151
"SAMD9",700.302308195822,1.19644440060883,0.111367116211728,10.7432466719725,6.37618650394399e-27,3.00530923885893e-24
"SMS",2529.04247832183,-0.315980788511003,0.0633468287666422,-4.98810745009853,6.09736550591084e-07,1.75952547456284e-05
"PRR11",2320.4458884834,-0.726758549925769,0.0647570045180292,-11.2228562042803,3.14931656130569e-29,1.83364325434139e-26
"TOX3",439.179950500851,0.481759697590034,0.130731707645203,3.68510215515196,0.000228610928131251,0.00305782563059881
"CD276",3047.61021072093,-0.200329431664466,0.0592438694509464,-3.38143732880813,0.000721076793829104,0.00803740777626179
"FKBP4",2406.81269179354,-0.237793358162051,0.0639678287630858,-3.71738986237525,0.000201291693379738,0.00273303865716413
"ICAM1",284.585381862602,-1.09053197366447,0.162862929535683,-6.69601103684883,2.14185553780911e-11,1.43243825089422e-09
"NUCKS1",14011.2558505398,-0.197597233618485,0.0424191687245203,-4.65820617329223,3.18976670374356e-06,7.55318440996501e-05
"TNIK",1105.55263073586,0.422822817687934,0.0855125598540322,4.94456976156113,7.6312211076446e-07,2.14504267955192e-05
"IBTK",1269.40470886811,0.414258817506525,0.0954031317294245,4.34219307057357,1.41067480907792e-05,0.000281012627095896
"SUDS3",937.799929084786,-0.839564077946098,0.0954502191122601,-8.79583185617078,1.4199208359057e-18,2.75576008505778e-16
"F2RL1",673.523860664537,-0.380410308489415,0.10856962319011,-3.50383742074247,0.000458605250621809,0.00553453086819412
"NPAS2",1723.63621954485,0.278701840204722,0.0726089089048828,3.83839730424568,0.000123839988712583,0.00182950478847335
"CEP55",671.238762415822,-0.465962026890009,0.116222308674877,-4.00923051867351,6.09169274591811e-05,0.000994561862427031
"DRAP1",621.300020574174,-0.466417860077122,0.111101712381954,-4.19811585327898,2.69144938414386e-05,0.000497943289799176
"PLCB4",104.559277739777,0.88650133503617,0.259435507339791,3.41703934101469,0.00063306130703365,0.0072607657207637
"IL6ST",2119.15422373611,0.568129046578107,0.0776177145006231,7.31957968916421,2.48748828489833e-13,2.53826381896121e-11
"KLHL24",1075.53600555664,0.367344513384448,0.0886216843743654,4.14508611495885,3.3968602837788e-05,0.000611311328888047
"TRIP13",488.708376671485,-0.498984019456496,0.129226258815175,-3.86132063275285,0.000112775789667605,0.00169386155710161
"PPP2R1B",1541.09832744956,0.253793406000706,0.0754700117357864,3.3628377704407,0.000771456851944919,0.00853170940843666
"MAP3K1",306.574422266469,0.564300036981247,0.164985585651115,3.42029902039162,0.000625523373975064,0.00719097602277025
"FAT1",6127.77534248319,0.261873305193742,0.0586266962422867,4.46679280905575,7.94009608391499e-06,0.000169013055996969
"DIS3",933.649497203687,0.43308189493709,0.0972894843090382,4.45147693003915,8.52816962474005e-06,0.000179599623288675
"BCLAF1",2385.54016112449,0.524093877852828,0.0733354991169667,7.14652363675773,8.90030700304222e-13,7.77964910601971e-11
"EFCAB7",338.474930486849,0.674249479164458,0.15333129213429,4.39733775003955,1.09586747288288e-05,0.00022597700513739
"GPR89A",531.780719135269,-0.404116142257841,0.120398079784796,-3.35649989584697,0.000789357506591671,0.00866192971202257
"ASF1B",1053.1597753941,-0.420158842190302,0.08827655313607,-4.75957462388304,1.94001389151728e-06,4.92365576877899e-05
"VIM",53735.0492606186,-0.124743085423669,0.0371818095194744,-3.35494928933819,0.000793795344649797,0.00870098152972723
"DAPK1",826.69760458184,0.429553809926757,0.0987684027829361,4.34910151246233,1.36696429751775e-05,0.000274446503383989
"TMEM123",2759.25734227518,0.267062447396754,0.0747615725766817,3.57218873536712,0.000354010126486693,0.00441308845335678
"ZFYVE16",646.158484468788,0.687526253857298,0.118220965402409,5.81560344662257,6.04155369435185e-09,2.54465099858275e-07
"PHF3",741.743798133115,0.678701878850781,0.107705605979879,6.30145360286606,2.94867053287626e-10,1.64892321663329e-08
"SRD5A1",343.12504859342,-1.81388022368834,0.158582609660881,-11.4380777789394,2.69796870155795e-30,1.66903088800129e-27
"CARNMT1",380.150928525501,0.744069855774141,0.139631575490087,5.32880799462846,9.8859438977828e-08,3.4094450418207e-06
"TNFRSF10D",1100.59463675624,-0.465790620989324,0.0881931823687991,-5.2814810451166,1.28143742246484e-07,4.24202930018627e-06
"SEMA3A",541.911224876751,0.567819876617804,0.119639752372576,4.74608033999876,2.07396363047009e-06,5.2101756381708e-05
"G2E3",395.888517031258,0.516284783325333,0.138268871626361,3.73391911897909,0.000188523058061746,0.00258807382620688
"TFAP2C",579.649915134643,-0.375968699336173,0.113458053970008,-3.31372420185842,0.000920622661819355,0.00992627789399562
"ZNF268",584.532285846083,0.527759936067289,0.113197691059974,4.66228534456303,3.1271719073192e-06,7.44056431217438e-05
"STAT2",2192.85736502625,0.259737160634355,0.0669880367586824,3.87736636572933,0.000105593291876939,0.001603009820549
"CHIC1",414.773391025242,0.789668015977304,0.147602482968397,5.34996431019645,8.79715790558312e-08,3.08774003366885e-06
